,Latitude,Longitude,Tavg,Depart,DewPoint,Heat,PrecipTotal,StnPressure,ResultSpeed,ResultDir,AvgSpeed,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,5,6,7,8,9,distances,precips
50,41.981964000000005,-87.812827,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.8033750488764132,2.342
51,41.944869,-87.832763,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.7287156597054336,2.342
52,42.011601,-87.81150600000001,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.0014553981924512157,2.342
53,41.94983,-87.69845699999999,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.03533368277447238,2.342
54,41.979243,-87.750938,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.2893640471362942,2.342
55,41.986921,-87.689778,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.04893770895025945,2.342
56,41.801497999999995,-87.763416,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.3770318419927108,2.342
57,41.906638,-87.701431,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.07694293702005377,2.342
58,41.723195000000004,-87.64997,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.018793589548862028,2.342
59,41.868077,-87.666901,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.5476738661092768,2.342
60,41.868077,-87.666901,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.5476738661092768,2.342
61,41.869215999999994,-87.627561,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.6621822296848942,2.342
62,41.662014,-87.72460799999999,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.4629454345481278,2.342
63,41.662014,-87.72460799999999,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.4629454345481278,2.342
64,41.662014,-87.72460799999999,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0.4629454345481278,2.342
65,41.961743,-87.76007,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.21203447176644147,2.342
66,41.961743,-87.76007,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.21203447176644147,2.342
67,41.953067,-87.776792,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.0251234092181215,2.342
68,41.953067,-87.776792,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.0251234092181215,2.342
69,41.878114000000004,-87.629798,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.6694573118867394,2.342
70,41.958271,-87.702575,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.0702455096906121,2.342
71,41.958271,-87.702575,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.0702455096906121,2.342
72,41.932094,-87.700117,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.008044959415840094,2.342
73,41.994469,-87.667736,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.03986630507114823,2.342
74,42.006858,-87.675919,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.05628512750530161,2.342
75,41.916265,-87.800515,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.0028822615501549772,2.342
76,41.916265,-87.800515,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.0028822615501549772,2.342
77,41.846075,-87.716277,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.13168317220553954,2.342
78,41.918704999999996,-87.752329,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.030405518131306437,2.342
79,41.682587,-87.707973,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.34277596977420677,2.342
80,41.682587,-87.707973,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.34277596977420677,2.342
81,41.725516999999996,-87.61425799999999,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.01735718783663191,2.342
82,41.948167,-87.730698,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,1,0,0,0,0,0,1,0,0,0,0.0028576047224259924,2.342
83,41.948167,-87.730698,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.0028576047224259924,2.342
84,41.963976,-87.69181,56.0,-9.0,48,9.0,0.42,29.1,5.2,5,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0.08918713425952533,2.342
85,41.95469,-87.800991,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.01917360620810163,1.092
86,41.95469,-87.800991,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.01917360620810163,1.092
87,41.95469,-87.800991,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,0,1,0,0,0,1,0,0,0,0.01917360620810163,1.092
88,41.994991,-87.769279,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.016445031133994762,1.092
89,41.994991,-87.769279,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.016445031133994762,1.092
90,41.974089,-87.824812,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.41802787155591525,1.092
91,41.9216,-87.666455,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.30326155482196726,1.092
92,41.9216,-87.666455,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.30326155482196726,1.092
93,41.891118,-87.65449100000001,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.6775603317128389,1.092
94,41.891118,-87.65449100000001,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.6775603317128389,1.092
95,41.867108,-87.654224,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.5712346065098306,1.092
96,41.896282,-87.655232,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.7006502925722511,1.092
97,41.919343,-87.694259,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.0006903264561528245,1.092
98,41.688324,-87.676709,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.5299644127656913,1.092
99,41.688324,-87.676709,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.5299644127656913,1.092
100,41.688324,-87.676709,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.5299644127656913,1.092
101,41.731922,-87.677512,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.5754408624507836,1.092
102,41.891126,-87.61156,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.6098654471379569,1.092
103,41.891126,-87.61156,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.6098654471379569,1.092
104,41.999128999999996,-87.795585,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.002978462953366022,1.092
105,41.999128999999996,-87.795585,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.002978462953366022,1.092
106,42.01743,-87.68776899999999,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.09712775158119238,1.092
107,42.01743,-87.68776899999999,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.09712775158119238,1.092
108,41.944869,-87.832763,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.7287156597054336,1.092
109,41.944869,-87.832763,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.7287156597054336,1.092
110,42.011601,-87.81150600000001,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.0014553981924512157,1.092
111,42.011601,-87.81150600000001,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.0014553981924512157,1.092
112,41.94983,-87.69845699999999,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.03533368277447238,1.092
113,41.979243,-87.750938,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.2893640471362942,1.092
114,41.986921,-87.689778,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.04893770895025945,1.092
115,41.986921,-87.689778,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.04893770895025945,1.092
116,41.906638,-87.701431,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.07694293702005377,1.092
117,41.906638,-87.701431,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.07694293702005377,1.092
118,41.868077,-87.666901,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.5476738661092768,1.092
119,41.868077,-87.666901,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.5476738661092768,1.092
120,41.868077,-87.666901,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,1,0,0,0,0,0,0,1,0,0,0,0.5476738661092768,1.092
121,41.662014,-87.72460799999999,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.4629454345481278,1.092
122,41.662014,-87.72460799999999,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.4629454345481278,1.092
123,41.662014,-87.72460799999999,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,1,0,0,0,0,0,0,1,0,0,0,0.4629454345481278,1.092
124,41.961743,-87.76007,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.21203447176644147,1.092
125,41.961743,-87.76007,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.21203447176644147,1.092
126,41.953067,-87.776792,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.0251234092181215,1.092
127,41.878114000000004,-87.629798,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.6694573118867394,1.092
128,41.958271,-87.702575,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.0702455096906121,1.092
129,41.932094,-87.700117,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.008044959415840094,1.092
130,42.006858,-87.675919,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.05628512750530161,1.092
131,41.916265,-87.800515,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.0028822615501549772,1.092
132,41.916265,-87.800515,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.0028822615501549772,1.092
133,41.682587,-87.707973,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.34277596977420677,1.092
134,41.682587,-87.707973,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.34277596977420677,1.092
135,41.963976,-87.69181,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.08918713425952533,1.092
136,41.953705,-87.733974,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.006636559633308724,1.092
137,41.964242,-87.757639,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.22509715069955002,1.092
138,41.990284,-87.797127,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.038442800223387905,1.092
139,41.990284,-87.797127,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.038442800223387905,1.092
140,42.008314,-87.77792099999999,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.007908797292277852,1.092
141,41.991429,-87.747113,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.3435369288305361,1.092
142,41.843810999999995,-87.686763,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.3374936361547656,1.092
143,41.921177,-87.79518,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.009494905107936817,1.092
144,41.852652,-87.719887,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.12244378255209837,1.092
145,41.852652,-87.719887,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.12244378255209837,1.092
146,41.857402,-87.694991,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.27373976783998943,1.092
147,41.868142,-87.696269,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.2285451065284638,1.092
148,41.868142,-87.696269,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.2285451065284638,1.092
149,41.846283,-87.656913,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.4732843719124109,1.092
150,41.721474,-87.648064,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.004543494958771964,1.092
151,41.869107,-87.69629300000001,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,1,0,0,0,0,0,0,1,0,0,0,0.22405561659036075,1.092
152,41.719059,-87.675088,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,1,0,0,0,0,0,1,0,0,0,0.3131563033374785,1.092
153,41.719059,-87.675088,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.3131563033374785,1.092
154,41.966986999999996,-87.674677,81.0,10.0,69,0.0,0.16,29.39,6.1,22,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0.04717683069940071,1.092
155,41.95469,-87.800991,63.0,-8.0,55,2.0,0.0,29.41,7.6,2,8.3,0,0,1,0,0,0,0,0,1,0,0,0,0.01917360620810163,1.232
156,41.974089,-87.824812,63.0,-8.0,55,2.0,0.0,29.41,7.6,2,8.3,0,0,1,0,0,0,0,0,1,0,0,0,0.41802787155591525,1.232
157,41.974089,-87.824812,63.0,-8.0,55,2.0,0.0,29.41,7.6,2,8.3,0,0,0,1,0,0,0,0,1,0,0,0,0.41802787155591525,1.232
158,41.891118,-87.65449100000001,63.0,-8.0,55,2.0,0.0,29.41,7.6,2,8.3,0,0,0,1,0,0,0,0,1,0,0,0,0.6775603317128389,1.232
159,41.921965,-87.632085,63.0,-8.0,55,2.0,0.0,29.41,7.6,2,8.3,0,0,1,0,0,0,0,0,1,0,0,0,0.8669218681749369,1.232
160,41.688324,-87.676709,63.0,-8.0,55,2.0,0.0,29.41,7.6,2,8.3,0,0,0,1,0,0,0,0,1,0,0,0,0.5299644127656913,1.232
161,41.688324,-87.676709,63.0,-8.0,55,2.0,0.0,29.41,7.6,2,8.3,0,1,0,0,0,0,0,0,1,0,0,0,0.5299644127656913,1.232
